Row,Sample,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),First Attempt,Incorrects,Hints,Corrects,Condition,KC,Opportunity
2115,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TROGS,1,(TROG-HEIGHT QUESTION3),02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,12,12,.,correct,0,0,1,.,Area formula,41
2116,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TROGS,1,(TROG-AREA QUESTION3),02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,11,11,.,correct,0,0,1,.,Non-area formula,74
2117,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TROGS,1,(SQUARE-AREA QUESTION3),02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,12,12,.,correct,0,0,1,.,Non-area formula,75
2118,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TROGS,1,(SCRAP-METAL-AREA QUESTION3),02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,02/01/1996 00:48,5,5,.,correct,0,0,1,.,Area formula,42
2119,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,WATERING_VEGGIES,1,(WATERED-AREA QUESTION1),02/01/1996 00:49,02/01/1996 00:49,02/01/1996 00:49,02/01/1996 00:49,0,0,.,correct,0,0,1,.,Non-area formula,76
2120,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,WATERING_VEGGIES,1,(TOTAL-GARDEN QUESTION1),02/01/1996 00:49,02/01/1996 00:49,02/01/1996 00:49,02/01/1996 00:49,9,9,.,correct,0,0,1,.,Non-area formula,77
2121,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,WATERING_VEGGIES,1,(UNWATERED-AREA QUESTION1),02/01/1996 00:49,02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,28,28,.,correct,0,0,1,.,Area formula,43
2122,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(POG-AREA QUESTION1),02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,0,0,.,correct,0,0,1,.,Non-area formula,78
2123,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(POG-AREA QUESTION2),02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,23,23,.,correct,0,0,1,.,Non-area formula,79
2124,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(POG-AREA QUESTION3),02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,02/01/1996 00:50,14,14,.,correct,0,0,1,.,Non-area formula,80
2125,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(SQUARE-AREA QUESTION1),02/01/1996 00:50,02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,16,16,.,correct,0,0,1,.,Non-area formula,81
2126,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(SQUARE-AREA QUESTION2),02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,26,26,.,correct,0,0,1,.,Non-area formula,82
2127,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(SQUARE-AREA QUESTION3),02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,4,4,.,correct,0,0,1,.,Non-area formula,83
2128,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(SCRAP-METAL-AREA QUESTION1),02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,5,.,5,incorrect,1,0,1,.,Area formula,44
2129,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(SCRAP-METAL-AREA QUESTION2),02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,02/01/1996 00:51,11,.,11,incorrect,1,0,1,.,Area formula,45
2130,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,1,(SCRAP-METAL-AREA QUESTION3),02/01/1996 00:51,02/01/1996 00:52,02/01/1996 00:52,02/01/1996 00:52,29,29,.,correct,0,0,1,.,Area formula,46
2131,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,ONE_CIRCLE_IN_CIRCLE,1,(CIRCLE-AREA_C QUESTION1),02/01/1996 00:52,02/01/1996 00:52,02/01/1996 00:52,02/01/1996 00:52,1,.,1,incorrect,1,0,1,.,Non-area formula,84
2132,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,ONE_CIRCLE_IN_CIRCLE,1,(CIRCLE-AREA_A QUESTION1),02/01/1996 00:52,02/01/1996 00:54,02/01/1996 00:54,02/01/1996 00:54,125,125,.,correct,0,0,1,.,Area formula,47
2133,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,ONE_CIRCLE_IN_SQUARE,1,(CIRCLE-AREA QUESTION1),02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,0,0,.,correct,0,0,1,.,Non-area formula,85
2134,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,ONE_CIRCLE_IN_SQUARE,1,(SQUARE-AREA QUESTION1),02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,13,13,.,correct,0,0,1,.,Non-area formula,86
2135,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,ONE_CIRCLE_IN_SQUARE,1,(SHADED-AREA QUESTION1),02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,6,6,.,correct,0,0,1,.,Area formula,48
2136,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-AREA_S QUESTION1),02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,02/01/1996 00:55,0,0,.,correct,0,0,1,.,Non-area formula,87
2137,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-RADIUS_AB QUESTION1),02/01/1996 00:55,02/01/1996 00:58,02/01/1996 00:58,02/01/1996 00:58,140,.,140,incorrect,1,0,1,.,Area formula,49
2138,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-AREA_A QUESTION1),02/01/1996 00:58,02/01/1996 00:58,02/01/1996 00:58,02/01/1996 00:58,25,25,.,correct,0,0,1,.,Non-area formula,88
2139,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-AREA_O QUESTION1),02/01/1996 00:58,02/01/1996 00:58,02/01/1996 00:58,02/01/1996 00:58,9,9,.,correct,0,0,1,.,Non-area formula,89
2140,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(SHADED-AREA QUESTION1),02/01/1996 00:58,02/01/1996 00:59,02/01/1996 00:59,02/01/1996 00:59,10,.,10,incorrect,1,0,1,.,Area formula,50
2141,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_SQUARE,1,(SQUARE-BASE QUESTION1),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,1,.,1,incorrect,1,0,1,.,Area formula,51
2142,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_SQUARE,1,(SQUARE-AREA QUESTION1),02/01/1996 01:04,02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,41,41,.,correct,0,0,1,.,Non-area formula,90
2143,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_SQUARE,1,(CIRCLE-AREA QUESTION1),02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,4,4,.,correct,0,0,1,.,Non-area formula,91
2144,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TWO_CIRCLES_IN_SQUARE,1,(SHADED-AREA QUESTION1),02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,8,8,.,correct,0,0,1,.,Area formula,52
2145,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(POG-AREA QUESTION1),02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,0,0,.,correct,0,0,1,.,Non-area formula,92
2146,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(SQUARE-AREA QUESTION1),02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,13,.,13,incorrect,1,0,1,.,Non-area formula,93
2147,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(SCRAP-METAL-AREA QUESTION1),02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,02/01/1996 01:05,3,3,.,correct,0,0,1,.,Area formula,53
2148,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(SQUARE-AREA QUESTION2),02/01/1996 01:05,02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,8,8,.,correct,0,0,1,.,Non-area formula,94
2149,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(POG-AREA QUESTION2),02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,7,7,.,correct,0,0,1,.,Non-area formula,95
2150,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(SQUARE-AREA QUESTION3),02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,7,7,.,correct,0,0,1,.,Non-area formula,96
2151,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(POG-AREA QUESTION3),02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,6,6,.,correct,0,0,1,.,Non-area formula,97
2152,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(SCRAP-METAL-AREA QUESTION3),02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,02/01/1996 01:06,12,12,.,correct,0,0,1,.,Area formula,54
2153,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,POGS,2,(SCRAP-METAL-AREA QUESTION2),02/01/1996 01:06,02/01/1996 01:07,02/01/1996 01:07,02/01/1996 01:07,26,26,.,correct,0,0,1,.,Area formula,55
2154,All Data,Stu_87d1548f2cd78b7b8e334802016e700e,Unit Area,TRIANGLE_TRIANGLE,2,(AREA QUESTION1),02/01/1996 01:07,02/01/1996 01:07,02/01/1996 01:07,02/01/1996 01:07,0,0,.,correct,0,0,1,.,Non-area formula,98
2155,All Data,Stu_885622210ccfe984c942d1ca0ae6c625,Unit Area,TRAPEZOID_AREA,1,(AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,1,.,1,incorrect,1,0,1,.,Non-area formula,1
2156,All Data,Stu_885622210ccfe984c942d1ca0ae6c625,Unit Area,TRAPEZOID_HEIGHT,1,(HEIGHT QUESTION3),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,1,.,1,incorrect,1,0,1,.,Non-area formula,2
2157,All Data,Stu_885622210ccfe984c942d1ca0ae6c625,Unit Area,TRAPEZOID_BASE,1,(LONGER-BASE QUESTION2),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,0,0,.,correct,0,0,1,.,Non-area formula,3
2158,All Data,Stu_885622210ccfe984c942d1ca0ae6c625,Unit Area,TRAPEZOID_ABCD,1,(AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,1,.,1,incorrect,1,0,1,.,Non-area formula,4
2159,All Data,Stu_885622210ccfe984c942d1ca0ae6c625,Unit Area,TRAPEZOID_ABCD,1,(LONGER-BASE QUESTION2),02/01/1996 00:01,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,112,112,.,correct,0,0,1,.,Non-area formula,5
2160,All Data,Stu_885622210ccfe984c942d1ca0ae6c625,Unit Area,TRAPEZOID_ABCD,1,(HEIGHT QUESTION3),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,6,6,.,correct,0,0,1,.,Non-area formula,6
2161,All Data,Stu_96f77946590b83a5173389e2cbd1e6cb,Unit Area,TRAPEZOID_AREA,1,(AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,1,.,1,incorrect,1,0,1,.,Non-area formula,1
2162,All Data,Stu_96f77946590b83a5173389e2cbd1e6cb,Unit Area,TRAPEZOID_HEIGHT,1,(HEIGHT QUESTION3),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:01,02/01/1996 00:01,1,.,1,incorrect,1,0,1,.,Non-area formula,2
2163,All Data,Stu_96f77946590b83a5173389e2cbd1e6cb,Unit Area,TRAPEZOID_ABCD,1,(AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,0,0,.,correct,0,0,1,.,Non-area formula,3
2164,All Data,Stu_96f77946590b83a5173389e2cbd1e6cb,Unit Area,TRAPEZOID_ABCD,1,(LONGER-BASE QUESTION2),02/01/1996 00:01,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,259,.,259,incorrect,1,0,1,.,Non-area formula,4
2165,All Data,Stu_96f77946590b83a5173389e2cbd1e6cb,Unit Area,TRAPEZOID_ABCD,1,(HEIGHT QUESTION3),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,6,6,.,correct,0,0,1,.,Non-area formula,5
2166,All Data,Stu_96f77946590b83a5173389e2cbd1e6cb,Unit Area,TRAPEZOID_BASE,1,(LONGER-BASE QUESTION2),02/01/1996 00:07,02/01/1996 00:07,02/01/1996 00:07,02/01/1996 00:07,6,.,6,incorrect,2,0,2,.,Non-area formula,6
2167,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,1,(AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,0,0,.,correct,0,0,1,.,Non-area formula,1
2168,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,1,(APOTHEM QUESTION2),02/01/1996 00:00,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,14,14,.,correct,0,0,1,.,Non-area formula,2
2169,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,1,(SIDE QUESTION3),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,4,4,.,correct,0,0,1,.,Non-area formula,3
2170,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,0,0,.,correct,0,0,1,.,Non-area formula,4
2171,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,53,53,.,correct,0,0,1,.,Area formula,1
2172,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,13,13,.,correct,0,0,1,.,Area formula,2
2173,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,12,12,.,correct,0,0,1,.,Area formula,3
2174,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(AREA QUESTION2),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,7,7,.,correct,0,0,1,.,Non-area formula,5
2175,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(AREA QUESTION3),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,9,9,.,correct,0,0,1,.,Non-area formula,6
2176,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION2),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,6,.,6,incorrect,1,0,1,.,Area formula,4
2177,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(WHITE-AREA QUESTION3),02/01/1996 00:02,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,4,4,.,correct,0,0,1,.,Area formula,5
2178,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION2),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,14,.,14,incorrect,1,0,1,.,Area formula,6
2179,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(GREEN-AREA QUESTION3),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,14,14,.,correct,0,0,1,.,Area formula,7
2180,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION2),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,9,9,.,correct,0,0,1,.,Area formula,8
2181,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,DESIGNING_A_QUILT,1,(PURPLE-AREA QUESTION3),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,9,9,.,correct,0,0,1,.,Area formula,9
2182,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON,1,(AREA QUESTION1),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,0,0,.,correct,0,0,1,.,Non-area formula,7
2183,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON,1,(APOTHEM QUESTION2),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,10,10,.,correct,0,0,1,.,Non-area formula,8
2184,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON,1,(SIDE QUESTION3),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,5,5,.,correct,0,0,1,.,Non-area formula,9
2185,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,2,(AREA QUESTION1),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,1,.,1,incorrect,1,0,1,.,Non-area formula,10
2186,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,2,(APOTHEM QUESTION2),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,6,6,.,correct,0,0,1,.,Non-area formula,11
2187,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,2,(SIDE QUESTION3),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,2,2,.,correct,0,0,1,.,Non-area formula,12
2188,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON,2,(AREA QUESTION1),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,0,0,.,correct,0,0,1,.,Non-area formula,13
2189,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON,2,(SIDE QUESTION3),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,8,8,.,correct,0,0,1,.,Non-area formula,14
2190,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON,2,(APOTHEM QUESTION2),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,13,.,13,incorrect,1,0,1,.,Non-area formula,15
2191,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,3,(AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,0,0,.,correct,0,0,1,.,Non-area formula,16
2192,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,3,(APOTHEM QUESTION2),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,7,7,.,correct,0,0,1,.,Non-area formula,17
2193,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,PENTAGON_ABCDE,3,(SIDE QUESTION3),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,4,4,.,correct,0,0,1,.,Non-area formula,18
2194,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(DIAMETER QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,0,0,.,correct,0,0,1,.,Area formula,10
2195,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(RADIUS QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,15,.,15,incorrect,1,0,1,.,Area formula,11
2196,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,21,.,21,incorrect,1,0,1,.,Non-area formula,19
2197,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(CIRCUMFERENCE QUESTION1),02/01/1996 00:05,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,15,.,15,incorrect,1,0,1,.,Area formula,12
2198,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(DIAMETER QUESTION2),02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,15,.,15,incorrect,1,0,1,.,Area formula,13
2199,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(AREA QUESTION2),02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,2,2,.,correct,0,0,1,.,Non-area formula,20
2200,All Data,Stu_98e7261dfe23e96d8982adfd203aa086,Unit Area,CIRCLE_O,1,(CIRCUMFERENCE QUESTION2),02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,18,18,.,correct,0,0,1,.,Area formula,14
2201,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,ONE_CIRCLE_IN_CIRCLE,1,(CIRCLE-AREA_C QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,0,0,.,correct,0,0,1,.,Non-area formula,1
2202,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,ONE_CIRCLE_IN_CIRCLE,1,(CIRCLE-AREA_A QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,17,17,.,correct,0,0,1,.,Area formula,1
2203,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,ONE_CIRCLE_IN_SQUARE,1,(CIRCLE-AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,0,0,.,correct,0,0,1,.,Non-area formula,2
2204,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,ONE_CIRCLE_IN_SQUARE,1,(SQUARE-AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,35,35,.,correct,0,0,1,.,Non-area formula,3
2205,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,ONE_CIRCLE_IN_SQUARE,1,(SHADED-AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,9,.,9,incorrect,1,0,1,.,Area formula,2
2206,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-RADIUS_AB QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,0,0,.,correct,0,0,1,.,Area formula,3
2207,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-AREA_O QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,24,24,.,correct,0,0,1,.,Non-area formula,4
2208,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-AREA_S QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,7,7,.,correct,0,0,1,.,Non-area formula,5
2209,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(CIRCLE-AREA_A QUESTION1),02/01/1996 00:02,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,12,12,.,correct,0,0,1,.,Non-area formula,6
2210,All Data,Stu_9a779681b1582fd4dc330e934994ac07,Unit Area,TWO_CIRCLES_IN_CIRCLE,1,(SHADED-AREA QUESTION1),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,11,11,.,correct,0,0,1,.,Area formula,4
2211,All Data,Stu_9fb3481981a38a7299e9b3c96e0d0218,Unit Area,RECTANGLE_ABCD,1,(AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:01,22,22,.,correct,1,0,2,.,Non-area formula,1
2212,All Data,Stu_9fb3481981a38a7299e9b3c96e0d0218,Unit Area,RECTANGLE_ABCD,1,(HEIGHT QUESTION2),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:01,18,18,.,correct,0,0,2,.,Non-area formula,2
2213,All Data,Stu_9fb3481981a38a7299e9b3c96e0d0218,Unit Area,RECTANGLE_ABCD,1,(BASE QUESTION3),02/01/1996 00:00,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:02,78,78,.,correct,1,0,2,.,Non-area formula,3
2214,All Data,Stu_9fb3481981a38a7299e9b3c96e0d0218,Unit Area,BUILDING_A_SIDEWALK,1,(POOL-AREA QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,0,0,.,correct,0,0,1,.,Non-area formula,4
